type	name	sc	lefr	zcr	entropy
silenzio	parco_02_061_002	20.553737	703.000000	0.062411	717462.883707
silenzio	parco_02_062_000	12.461070	705.000000	0.034043	696164.120168
silenzio	parco_02_062_001	58.204475	674.000000	0.266667	778057.673505
silenzio	parco_02_062_002	13.185292	705.000000	0.025532	746235.408947
silenzio	parco_02_063_000	12.761473	705.000000	0.014184	734416.565134
silenzio	parco_02_063_001	5.643191	705.000000	0.002837	693657.303988
silenzio	parco_02_063_002	5.046594	705.000000	0.000000	704412.775420
silenzio	parco_02_064_000	59.942572	667.000000	0.209929	831495.267645
silenzio	parco_02_064_001	5.955932	705.000000	0.000000	692309.516696
silenzio	parco_02_064_002	14.420890	702.000000	0.039716	691834.781630
silenzio	parco_02_065_000	20.592571	702.000000	0.082270	719975.490672
silenzio	parco_02_065_001	5.395105	705.000000	0.000000	712320.635019
silenzio	parco_02_065_002	3.994087	705.000000	0.000000	682269.630539
silenzio	parco_02_066_000	24.809521	703.000000	0.065248	758282.406262
silenzio	parco_02_066_001	67.591344	687.000000	0.104965	792673.703896
silenzio	parco_02_066_002	5.905896	705.000000	0.002837	685324.230529
silenzio	parco_02_067_000	24.439473	700.000000	0.102128	699165.195907
silenzio	parco_02_067_001	15.378992	703.000000	0.048227	692140.659430
silenzio	parco_02_067_002	143.643692	556.000000	0.446809	997000.382974
silenzio	parco_02_068_000	46.950774	681.000000	0.209929	793493.545491
silenzio	parco_02_068_001	206.578945	604.000000	0.468085	925127.192889
silenzio	parco_02_068_002	5.587902	705.000000	0.002837	698595.092940
silenzio	parco_02_069_000	4.120393	705.000000	0.000000	691365.306106
silenzio	parco_02_069_001	16.689846	705.000000	0.025532	709367.650647
silenzio	parco_02_069_002	34.500346	699.000000	0.133333	710894.773060
silenzio	parco_02_070_000	90.408902	659.000000	0.246809	825212.371996
silenzio	parco_02_070_001	46.327669	687.000000	0.151773	764305.593404
silenzio	parco_02_070_002	75.602881	667.000000	0.232624	841206.591905
silenzio	parco_02_071_000	9.714426	705.000000	0.008511	730436.958405
silenzio	parco_02_071_001	6.303674	705.000000	0.005674	698476.652110
silenzio	parco_02_071_002	20.119369	699.000000	0.062411	717844.692531
silenzio	parco_02_072_000	10.594819	704.000000	0.017021	709118.268555
silenzio	parco_02_072_001	5.564909	705.000000	0.002837	738507.738725
silenzio	parco_02_072_002	73.505267	656.000000	0.180142	842987.082569
silenzio	parco_02_073_000	123.794956	639.000000	0.340426	775308.922730
silenzio	parco_02_073_001	7.559920	705.000000	0.019858	715178.655429
silenzio	parco_02_073_002	5.211584	705.000000	0.000000	696900.671562
silenzio	parco_02_074_000	5.432538	705.000000	0.002837	704870.415579
silenzio	parco_02_074_001	68.727102	631.000000	0.263830	914968.785638
silenzio	parco_02_074_002	10.686214	705.000000	0.019858	718738.565739
silenzio	parco_02_075_000	19.552393	705.000000	0.062411	723528.631852
silenzio	parco_02_075_001	150.016459	542.000000	0.556028	956891.110330
silenzio	parco_02_075_002	17.705622	704.000000	0.034043	814256.281483
silenzio	parco_02_076_000	12.293098	705.000000	0.022695	699328.652615
silenzio	parco_02_076_001	41.309563	691.000000	0.192908	749542.804563
silenzio	parco_02_076_002	8.974807	705.000000	0.005674	670220.841398
silenzio	parco_02_077_000	17.446384	705.000000	0.034043	738458.552093
silenzio	parco_02_077_001	5.246818	705.000000	0.005674	682507.896821
silenzio	parco_02_077_002	6.811600	705.000000	0.002837	686326.079610
silenzio	parco_02_078_000	64.129401	650.000000	0.331915	785717.055918
silenzio	parco_02_078_001	36.228173	690.000000	0.221277	757443.753381
silenzio	parco_02_078_002	13.229549	705.000000	0.017021	722224.572722
silenzio	parco_02_079_000	64.767779	641.000000	0.317730	816296.094199
silenzio	parco_02_079_001	5.225142	705.000000	0.002837	698823.024916
silenzio	parco_02_079_002	35.207032	690.000000	0.161702	735280.780615
silenzio	parco_02_080_000	23.808340	701.000000	0.130496	797493.671196
silenzio	parco_02_080_001	46.409091	692.000000	0.184397	774307.030613
silenzio	parco_02_080_002	19.028322	702.000000	0.062411	696869.031205
silenzio	parco_02_081_000	36.638206	669.000000	0.160284	751686.426819
silenzio	parco_02_081_001	34.639738	683.000000	0.164539	740468.751691
silenzio	parco_02_081_002	5.163325	705.000000	0.008511	680795.930803
silenzio	parco_02_082_000	5.679068	705.000000	0.000000	677912.356953
silenzio	parco_02_082_001	4.771137	705.000000	0.000000	675589.236737
silenzio	parco_02_082_002	13.682334	703.000000	0.048227	743397.529666
silenzio	parco_02_083_000	4.278151	705.000000	0.002837	652151.604657
silenzio	parco_02_083_001	5.919680	705.000000	0.000000	650216.756089
silenzio	parco_02_083_002	125.436071	531.000000	0.453901	1057145.961342
silenzio	parco_02_084_000	6.675653	705.000000	0.002837	667377.236874
silenzio	parco_02_084_001	9.861948	705.000000	0.014184	667243.327285
silenzio	parco_02_084_002	7.322563	705.000000	0.011348	674837.693262
silenzio	parco_02_085_000	7.374216	705.000000	0.005674	689454.949837
silenzio	parco_02_085_001	3.058070	705.000000	0.000000	667979.403938
silenzio	parco_02_085_002	4.059770	705.000000	0.000000	668826.639010
silenzio	parco_02_086_000	6.446049	705.000000	0.000000	703731.583031
silenzio	parco_02_086_001	4.196812	705.000000	0.000000	672177.339546
silenzio	parco_02_086_002	5.957370	705.000000	0.000000	672835.183543
silenzio	parco_02_087_000	7.629132	705.000000	0.002837	639798.038806
silenzio	parco_02_087_001	4.784518	705.000000	0.000000	634929.603900
silenzio	parco_02_087_002	3.036574	705.000000	0.000000	655734.859698
silenzio	parco_02_088_000	32.386302	689.000000	0.178723	698371.412965
silenzio	parco_02_088_001	40.834765	674.000000	0.156028	719714.008819
silenzio	parco_02_088_002	44.923288	689.000000	0.164539	850359.826860
silenzio	parco_02_089_000	45.241493	662.000000	0.187234	703440.041846
silenzio	parco_02_089_001	34.424544	688.000000	0.158865	714997.133079
silenzio	parco_02_089_002	62.590406	658.000000	0.300709	826072.365122
silenzio	parco_02_090_000	4.766411	705.000000	0.000000	665897.261629
silenzio	parco_02_090_001	7.160795	704.000000	0.008511	670347.335436
silenzio	parco_02_090_002	29.686479	702.000000	0.104965	715156.411124
silenzio	parco_02_091_000	16.215645	704.000000	0.053901	689868.426986
silenzio	parco_02_091_001	26.093652	704.000000	0.085106	717493.596464
silenzio	parco_02_091_002	31.272742	699.000000	0.073759	713005.361401
silenzio	parco_02_092_000	58.024059	660.000000	0.243972	788570.800125
silenzio	parco_02_092_001	17.536509	705.000000	0.042553	713969.443780
silenzio	parco_02_092_002	17.212938	703.000000	0.045390	675651.167647
silenzio	parco_02_093_000	45.606280	663.000000	0.192908	745591.282443
silenzio	parco_02_093_001	46.460310	689.000000	0.190071	752015.495439
silenzio	parco_02_093_002	36.662874	695.000000	0.127660	716212.472704
silenzio	parco_02_094_000	16.604379	705.000000	0.042553	688221.028971
silenzio	parco_02_094_001	67.075912	617.000000	0.375887	799474.447914
silenzio	parco_02_094_002	8.979342	704.000000	0.011348	692507.318029
silenzio	parco_02_095_000	8.598229	705.000000	0.005674	673307.810411
silenzio	parco_02_095_001	20.353523	703.000000	0.053901	705663.658674
silenzio	parco_02_095_002	21.330917	696.000000	0.096454	706899.012559
silenzio	parco_02_096_000	8.710453	705.000000	0.008511	670500.696174
silenzio	parco_02_096_001	9.278814	705.000000	0.000000	678612.854292
silenzio	parco_02_096_002	5.220899	705.000000	0.000000	679658.711419
silenzio	parco_02_097_000	60.865326	664.000000	0.260993	767843.929339
silenzio	parco_02_097_001	13.135476	705.000000	0.036879	740945.791629
silenzio	parco_02_097_002	17.500262	699.000000	0.065248	709778.423988
silenzio	parco_02_098_000	9.916548	705.000000	0.017021	691152.689705
silenzio	parco_02_098_001	19.877421	702.000000	0.073759	736909.571168
silenzio	parco_02_098_002	11.897186	705.000000	0.017021	674842.481962
silenzio	parco_02_099_000	8.683432	705.000000	0.014184	666393.984305
silenzio	parco_02_099_001	11.248772	705.000000	0.014184	663064.397111
silenzio	parco_02_099_002	55.115371	663.000000	0.269504	769899.637737
silenzio	auto_02_000_000	8.151541	503.000000	0.035461	1532128.264385
silenzio	auto_02_000_001	12.579918	483.000000	0.063830	2520097.987386
silenzio	auto_02_000_002	7.530534	479.000000	0.042553	2560781.678082
silenzio	auto_02_001_000	11.675800	483.000000	0.049645	1113774.881611
silenzio	auto_02_001_001	7.268263	476.000000	0.028369	2765663.231632
silenzio	auto_02_001_002	9.776780	480.000000	0.046809	2554056.566305
silenzio	auto_02_002_000	5.352481	477.000000	0.015603	5296550.544279
silenzio	auto_02_002_001	8.545696	478.000000	0.060993	748054.916437
silenzio	auto_02_002_002	25.484991	512.000000	0.134752	5457747.495161
silenzio	auto_02_003_000	8.128351	466.000000	0.039716	15144.022839
silenzio	auto_02_003_001	40.329456	518.000000	0.113475	4445940.204351
silenzio	auto_02_003_002	8.001235	468.000000	0.034043	2134143.879988
silenzio	auto_02_004_000	15.230154	537.000000	0.069504	1426484.930865
silenzio	auto_02_004_001	11.208824	534.000000	0.053901	1472424.814286
silenzio	auto_02_004_002	18.364345	534.000000	0.097872	2349396.713394
silenzio	auto_02_005_000	12.728130	452.000000	0.041135	452730.791155
silenzio	auto_02_005_001	11.759044	441.000000	0.055319	3224409.525471
silenzio	auto_02_005_002	7.973728	430.000000	0.022695	322355.143033
silenzio	auto_02_006_000	5.647086	466.000000	0.012766	4183027.938898
silenzio	auto_02_006_001	9.872712	477.000000	0.038298	964064.649868
silenzio	auto_02_006_002	7.124630	477.000000	0.031206	3995266.115504
silenzio	auto_02_007_000	7.585943	448.000000	0.032624	265181.528843
silenzio	auto_02_007_001	6.216882	466.000000	0.024113	3962750.620029
silenzio	auto_02_007_002	9.522288	496.000000	0.034043	1580402.990120
silenzio	auto_02_008_000	11.980078	501.000000	0.058156	3362069.654398
silenzio	auto_02_008_001	10.819799	462.000000	0.051064	3529152.864161
silenzio	auto_02_008_002	13.174801	501.000000	0.049645	2543086.271628
silenzio	auto_02_009_000	4.443170	478.000000	0.015603	7726802.710510
silenzio	auto_02_009_001	4.263978	379.000000	0.019858	-4966901.562628
silenzio	auto_02_009_002	5.905729	462.000000	0.015603	8020706.758874
silenzio	auto_02_010_000	8.027980	471.000000	0.031206	4890105.658364
silenzio	auto_02_010_001	5.319111	465.000000	0.022695	5783792.245347
silenzio	auto_02_010_002	10.758441	481.000000	0.048227	2136439.662011
silenzio	auto_02_011_000	5.604633	466.000000	0.012766	6243322.407133
silenzio	auto_02_011_001	6.918534	433.000000	0.022695	2721251.481214
silenzio	auto_02_011_002	17.225254	505.000000	0.075177	3080125.838436
silenzio	auto_02_012_000	4.032468	477.000000	0.015603	7300734.276010
silenzio	auto_02_012_001	14.196358	480.000000	0.048227	1479498.894913
silenzio	auto_02_012_002	10.500111	444.000000	0.036879	-135146.322763
silenzio	auto_02_013_000	11.401153	487.000000	0.051064	1830097.604346
silenzio	auto_02_013_001	10.441583	448.000000	0.039716	3580592.923678
silenzio	auto_02_013_002	11.075110	471.000000	0.048227	1557344.433085
silenzio	auto_02_014_000	10.867861	466.000000	0.052482	760170.384094
silenzio	auto_02_014_001	5.398941	439.000000	0.029787	184910.748642
silenzio	auto_02_014_002	10.088818	436.000000	0.041135	1480880.690903
silenzio	auto_02_015_000	7.456922	464.000000	0.028369	431261.633668
silenzio	auto_02_015_001	8.538653	445.000000	0.036879	3800471.607887
silenzio	auto_02_015_002	9.255788	473.000000	0.036879	3941608.420146
silenzio	auto_02_016_000	9.950250	501.000000	0.046809	2790517.599314
silenzio	auto_02_016_001	8.036402	456.000000	0.032624	4314815.809565
silenzio	auto_02_016_002	16.083215	459.000000	0.126241	-1269740.435822
silenzio	auto_02_017_000	9.495119	463.000000	0.035461	4215179.628612
silenzio	auto_02_017_001	5.568922	376.000000	0.028369	-440004.778904
silenzio	auto_02_017_002	8.983968	495.000000	0.042553	1984067.705483
silenzio	auto_02_018_000	9.521728	501.000000	0.056738	2637941.405810
silenzio	auto_02_018_001	6.582925	497.000000	0.024113	2503214.244916
silenzio	auto_02_018_002	8.938170	428.000000	0.042553	898438.711956
silenzio	auto_02_019_000	16.322736	521.000000	0.103546	2597403.236524
silenzio	auto_02_019_001	14.472290	497.000000	0.063830	1834764.066155
silenzio	auto_02_019_002	9.637452	482.000000	0.039716	1950868.565746
silenzio	auto_02_020_000	10.103813	549.000000	0.041135	2376187.990365
silenzio	auto_02_020_001	11.104536	488.000000	0.042553	2122170.866319
silenzio	auto_02_020_002	9.773809	509.000000	0.041135	2080728.940194
silenzio	auto_02_021_000	13.837299	513.000000	0.060993	864184.831756
silenzio	auto_02_021_001	12.815162	504.000000	0.059574	1064626.509051
silenzio	auto_02_021_002	13.979899	540.000000	0.079433	1138216.683750
silenzio	auto_02_022_000	12.126834	514.000000	0.056738	1359205.566075
silenzio	auto_02_022_001	15.158570	559.000000	0.072340	1215508.675346
silenzio	auto_02_022_002	13.440966	526.000000	0.059574	1198172.314432
silenzio	auto_02_023_000	11.576006	557.000000	0.048227	1287138.324908
silenzio	auto_02_023_001	12.702126	533.000000	0.059574	1485151.093129
silenzio	auto_02_023_002	12.597498	554.000000	0.062411	1343662.902633
silenzio	auto_02_024_000	18.424063	529.000000	0.092199	1204663.395006
silenzio	auto_02_024_001	16.680634	507.000000	0.058156	1195921.338854
silenzio	auto_02_024_002	14.434899	545.000000	0.079433	1312053.809724
silenzio	auto_02_025_000	12.588957	555.000000	0.070922	1236123.770742
silenzio	auto_02_025_001	15.930320	520.000000	0.089362	1164668.918653
silenzio	auto_02_025_002	15.418698	531.000000	0.072340	1258371.275072
silenzio	auto_02_026_000	13.907492	538.000000	0.059574	1722151.731126
silenzio	auto_02_026_001	13.150879	538.000000	0.053901	1798102.077808
silenzio	auto_02_026_002	12.059473	581.000000	0.059574	1936821.473810
silenzio	auto_02_027_000	12.739126	495.000000	0.053901	3243025.611019
silenzio	auto_02_027_001	8.778715	483.000000	0.038298	2701313.845610
silenzio	auto_02_027_002	6.472928	443.000000	0.026950	1557232.802936
silenzio	auto_02_028_000	7.703259	478.000000	0.029787	1205008.241508
silenzio	auto_02_028_001	5.413914	491.000000	0.022695	11614771.751964
silenzio	auto_02_028_002	7.861165	420.000000	0.035461	315548.766386
silenzio	auto_02_029_000	12.584156	522.000000	0.048227	5737092.456187
silenzio	auto_02_029_001	7.144725	410.000000	0.025532	-264624.287985
silenzio	auto_02_029_002	9.640901	442.000000	0.034043	1674024.030176
silenzio	auto_02_030_000	12.751874	468.000000	0.055319	3243058.650200
silenzio	auto_02_030_001	11.806001	492.000000	0.049645	2889684.345193
silenzio	auto_02_030_002	12.248065	469.000000	0.043972	2846862.125364
silenzio	auto_02_031_000	12.094517	457.000000	0.045390	537346.324907
silenzio	auto_02_031_001	11.479917	450.000000	0.041135	1190471.805352
silenzio	auto_02_031_002	11.348156	492.000000	0.051064	3143450.397018
silenzio	auto_02_032_000	11.502168	474.000000	0.055319	3670063.181183
silenzio	auto_02_032_001	11.850249	476.000000	0.041135	5639676.500394
silenzio	auto_02_032_002	10.851083	474.000000	0.049645	3287222.943296
silenzio	auto_02_033_000	12.769514	451.000000	0.042553	3760927.727990
silenzio	auto_02_033_001	14.653564	480.000000	0.065248	1535755.344159
silenzio	auto_02_033_002	13.200646	483.000000	0.051064	2510879.613730
silenzio	auto_02_034_000	13.456841	464.000000	0.042553	2001381.026256
silenzio	auto_02_034_001	9.646622	441.000000	0.024113	1327109.466882
silenzio	auto_02_034_002	6.587595	497.000000	0.015603	8591799.299948
silenzio	auto_02_035_000	12.286374	436.000000	0.035461	1145019.208321
silenzio	auto_02_035_001	10.448267	450.000000	0.043972	1003390.157163
silenzio	auto_02_035_002	6.632677	479.000000	0.035461	4838789.378019
silenzio	auto_02_036_000	8.094074	413.000000	0.024113	-75413.499874
silenzio	auto_02_036_001	8.592189	497.000000	0.039716	3222458.025946
silenzio	auto_02_036_002	7.936833	461.000000	0.032624	2825413.183938
silenzio	auto_02_037_000	9.364037	481.000000	0.035461	3102093.744830
silenzio	auto_02_037_001	10.688636	456.000000	0.031206	2060637.733619
silenzio	auto_02_037_002	11.039153	479.000000	0.048227	2622175.679964
silenzio	auto_02_038_000	10.084689	467.000000	0.039716	820803.138961
silenzio	auto_02_038_001	7.028487	443.000000	0.015603	3096577.989647
silenzio	auto_02_038_002	9.509248	495.000000	0.041135	710201.013416
silenzio	auto_02_039_000	5.856782	414.000000	0.021277	3595713.916067
silenzio	auto_02_039_001	5.941685	454.000000	0.018440	2903064.542628
silenzio	auto_02_039_002	7.931549	470.000000	0.029787	4435687.317111
silenzio	auto_02_040_000	6.688347	416.000000	0.025532	-276144.402217
silenzio	auto_02_040_001	5.995606	411.000000	0.021277	-2432010.289491
silenzio	auto_02_040_002	5.610567	446.000000	0.021277	-1702983.065872
silenzio	auto_02_041_000	8.521849	436.000000	0.021277	5324365.862955
silenzio	auto_02_041_001	8.734290	473.000000	0.026950	3681974.941352
silenzio	auto_02_041_002	8.349477	485.000000	0.035461	4649239.396182
silenzio	auto_02_042_000	10.117372	455.000000	0.048227	1878919.610723
silenzio	auto_02_042_001	6.411398	487.000000	0.031206	5976614.956965
silenzio	auto_02_042_002	9.301952	466.000000	0.029787	1921617.516309
silenzio	auto_02_043_000	7.487846	463.000000	0.026950	3933357.239088
silenzio	auto_02_043_001	6.708316	449.000000	0.018440	1382968.228646
silenzio	auto_02_043_002	4.586341	483.000000	0.018440	7512610.265820
silenzio	auto_02_044_000	9.076072	460.000000	0.041135	2198310.357794
silenzio	auto_02_044_001	7.312143	434.000000	0.034043	-894965.214258
silenzio	auto_02_044_002	5.253614	430.000000	0.021277	-3467336.759066
silenzio	auto_02_045_000	11.936818	446.000000	0.038298	432564.998591
silenzio	auto_02_045_001	11.534706	453.000000	0.038298	2500154.572093
silenzio	auto_02_045_002	12.216139	450.000000	0.035461	1605597.920869
silenzio	auto_02_046_000	16.953918	488.000000	0.055319	5865423.390788
silenzio	auto_02_046_001	10.887766	460.000000	0.039716	3740430.557556
silenzio	auto_02_046_002	12.321171	451.000000	0.041135	-35832.152937
silenzio	auto_02_047_000	9.105423	390.000000	0.024113	-3224624.069896
silenzio	auto_02_047_001	13.321935	437.000000	0.038298	2928308.176303
silenzio	auto_02_047_002	12.785074	481.000000	0.041135	733213.534147
silenzio	auto_02_048_000	11.206035	447.000000	0.060993	1068173.211911
silenzio	auto_02_048_001	13.774211	426.000000	0.039716	372292.986911
silenzio	auto_02_048_002	9.326283	458.000000	0.035461	1048697.021794
silenzio	auto_02_049_000	9.079529	476.000000	0.021277	3749990.150062
silenzio	auto_02_049_001	8.013354	495.000000	0.026950	7479238.585740
silenzio	auto_02_049_002	6.267418	481.000000	0.025532	4294544.477868
silenzio	auto_02_050_000	10.039041	446.000000	0.045390	2572527.559166
silenzio	auto_02_050_001	8.244624	435.000000	0.026950	2391763.054720
silenzio	auto_02_050_002	8.346864	432.000000	0.024113	-272559.677354
silenzio	auto_02_051_000	9.707215	444.000000	0.036879	2201958.199981
silenzio	auto_02_051_001	9.544804	474.000000	0.048227	1714179.908640
silenzio	auto_02_051_002	7.841499	454.000000	0.032624	2515790.252825
silenzio	auto_02_052_000	4.567678	434.000000	0.011348	9383093.883658
silenzio	auto_02_052_001	6.345143	435.000000	0.019858	-2066316.107894
silenzio	auto_02_052_002	10.477965	455.000000	0.029787	1698374.956773
silenzio	auto_02_053_000	4.924674	450.000000	0.024113	3426036.284236
silenzio	auto_02_053_001	10.164078	475.000000	0.038298	6313158.456423
silenzio	auto_02_053_002	5.053872	374.000000	0.018440	-4631210.291782
silenzio	auto_02_054_000	9.522491	463.000000	0.035461	1684249.203672
silenzio	auto_02_054_001	7.293901	442.000000	0.029787	7722837.570740
silenzio	auto_02_054_002	12.233373	448.000000	0.038298	541673.584258
silenzio	auto_02_055_000	6.464699	438.000000	0.026950	-1269132.017635
silenzio	auto_02_055_001	6.878950	415.000000	0.024113	-497374.441883
silenzio	auto_02_055_002	6.751456	388.000000	0.021277	-599090.152629
silenzio	auto_02_056_000	4.880176	439.000000	0.024113	6736228.199660
silenzio	auto_02_056_001	8.563327	476.000000	0.048227	1568509.794997
silenzio	auto_02_056_002	8.858803	421.000000	0.028369	918361.334906
silenzio	auto_02_057_000	5.883293	418.000000	0.025532	3446968.912789
silenzio	auto_02_057_001	10.701610	431.000000	0.035461	-327673.067795
silenzio	auto_02_057_002	10.680498	455.000000	0.039716	812152.193326
silenzio	auto_02_058_000	13.860220	521.000000	0.068085	2436079.225612
silenzio	auto_02_058_001	10.281333	482.000000	0.043972	6601033.723590
silenzio	auto_02_058_002	14.598107	447.000000	0.059574	2394580.762771
silenzio	auto_02_059_000	9.886219	472.000000	0.029787	-3181150.818281
silenzio	auto_02_059_001	12.779154	477.000000	0.049645	2984088.082198
silenzio	auto_02_059_002	7.021608	435.000000	0.019858	1840841.116584
silenzio	auto_02_060_000	15.286712	488.000000	0.051064	4656148.439253
silenzio	auto_02_060_001	9.114955	437.000000	0.039716	-584711.844604
silenzio	auto_02_060_002	9.223393	398.000000	0.036879	1538497.541217
silenzio	auto_02_061_000	12.403299	506.000000	0.051064	5029013.209899
silenzio	auto_02_061_001	11.309072	456.000000	0.039716	-80719.632034
silenzio	auto_02_061_002	10.973350	500.000000	0.043972	7809727.481976
silenzio	auto_02_062_000	12.124232	452.000000	0.049645	69693.027930
silenzio	auto_02_062_001	12.182658	508.000000	0.058156	4433003.004165
silenzio	auto_02_062_002	16.587971	487.000000	0.059574	5412365.167625
silenzio	auto_02_063_000	16.977642	473.000000	0.052482	4660135.415339
silenzio	auto_02_063_001	12.767798	456.000000	0.048227	4647034.486720
silenzio	auto_02_063_002	16.270410	439.000000	0.062411	1029900.681871
silenzio	auto_02_064_000	11.781591	504.000000	0.060993	3074869.202688
silenzio	auto_02_064_001	13.398508	480.000000	0.043972	4710141.236073
silenzio	auto_02_064_002	13.622413	478.000000	0.048227	3343159.389467
silenzio	auto_02_065_000	9.816623	429.000000	0.029787	3178078.201027
silenzio	auto_02_065_001	7.756126	443.000000	0.026950	1497419.933064
silenzio	auto_02_065_002	8.586822	476.000000	0.039716	3410762.670706
silenzio	auto_02_066_000	15.317079	471.000000	0.035461	1080317.062524
silenzio	auto_02_066_001	9.874506	481.000000	0.046809	3303874.013671
silenzio	auto_02_066_002	11.850230	505.000000	0.058156	3983967.955534
silenzio	auto_02_067_000	9.037001	465.000000	0.036879	2369912.073097
silenzio	auto_02_067_001	10.093296	462.000000	0.032624	2514141.092663
silenzio	auto_02_067_002	9.063561	498.000000	0.042553	2944624.142758
silenzio	auto_02_068_000	11.613000	470.000000	0.039716	2429209.395749
silenzio	auto_02_068_001	9.897322	470.000000	0.034043	1198664.326742
silenzio	auto_02_068_002	10.840818	424.000000	0.043972	516001.061827
silenzio	auto_02_069_000	6.114312	427.000000	0.022695	3748478.852560
silenzio	auto_02_069_001	9.697320	483.000000	0.036879	726704.775842
silenzio	auto_02_069_002	10.592920	484.000000	0.034043	5381801.600822
silenzio	auto_02_070_000	14.603333	468.000000	0.062411	1230174.548125
silenzio	auto_02_070_001	14.527953	485.000000	0.059574	971778.329109
silenzio	auto_02_070_002	9.500532	468.000000	0.053901	-2575019.289298
silenzio	auto_02_071_000	9.342976	502.000000	0.026950	8810160.751984
silenzio	auto_02_071_001	7.901267	432.000000	0.029787	5271888.037847
silenzio	auto_02_071_002	7.297376	473.000000	0.026950	4975121.859277
silenzio	auto_02_072_000	7.446869	502.000000	0.032624	4817633.122881
silenzio	auto_02_072_001	11.754700	486.000000	0.042553	5951175.423037
silenzio	auto_02_072_002	10.298747	439.000000	0.034043	3581768.736302
silenzio	auto_02_073_000	10.115166	477.000000	0.034043	3124156.891560
silenzio	auto_02_073_001	7.267047	505.000000	0.032624	6599448.106104
silenzio	auto_02_073_002	6.733966	491.000000	0.021277	5025719.696177
silenzio	auto_02_074_000	7.023274	432.000000	0.029787	-858860.826629
silenzio	auto_02_074_001	12.383408	467.000000	0.053901	47920.123091
silenzio	auto_02_074_002	12.661999	487.000000	0.049645	1091326.255241
silenzio	auto_02_075_000	8.331407	451.000000	0.032624	4172584.022109
silenzio	auto_02_075_001	6.833271	400.000000	0.015603	2794039.257347
silenzio	auto_02_075_002	9.880601	458.000000	0.032624	1875482.703499
silenzio	auto_02_076_000	15.081248	424.000000	0.041135	2338104.532230
silenzio	auto_02_076_001	11.658293	443.000000	0.049645	980352.392817
silenzio	auto_02_076_002	11.162629	491.000000	0.039716	4067761.334516
silenzio	auto_02_077_000	9.238588	520.000000	0.036879	5252715.536605
silenzio	auto_02_077_001	5.419936	406.000000	0.017021	-1372361.140281
silenzio	auto_02_077_002	6.965596	473.000000	0.032624	9004184.670570
silenzio	auto_02_078_000	10.666572	465.000000	0.041135	1407163.287935
silenzio	auto_02_078_001	9.899736	464.000000	0.036879	4221684.921652
silenzio	auto_02_078_002	6.961881	452.000000	0.031206	1703984.763635
silenzio	auto_02_079_000	6.218214	477.000000	0.021277	739113.502531
silenzio	auto_02_079_001	11.410208	457.000000	0.026950	2178039.097237
silenzio	auto_02_079_002	7.333595	481.000000	0.045390	796373.330446
silenzio	auto_02_080_000	8.502920	482.000000	0.038298	3598358.386710
silenzio	auto_02_080_001	12.169022	493.000000	0.056738	3259584.665401
silenzio	auto_02_080_002	10.630705	477.000000	0.051064	1906615.124060
silenzio	auto_02_081_000	11.477841	489.000000	0.049645	1620845.777215
silenzio	auto_02_081_001	7.680500	511.000000	0.039716	5809306.518990
silenzio	auto_02_081_002	6.647496	411.000000	0.015603	3754429.836972
silenzio	auto_02_082_000	9.230542	461.000000	0.028369	1187774.841090
silenzio	auto_02_082_001	6.973972	421.000000	0.012766	6250806.423920
silenzio	auto_02_082_002	5.223905	400.000000	0.018440	-6985203.600360
silenzio	auto_02_083_000	11.582758	473.000000	0.035461	4645166.740755
silenzio	auto_02_083_001	10.956077	460.000000	0.041135	2081420.728016
silenzio	auto_02_083_002	10.621352	440.000000	0.041135	2888908.753945
silenzio	auto_02_084_000	12.772922	473.000000	0.055319	4459958.062169
silenzio	auto_02_084_001	11.362866	473.000000	0.035461	2084762.899965
silenzio	auto_02_084_002	8.852163	430.000000	0.034043	-92392.543513
silenzio	auto_02_085_000	12.667956	470.000000	0.043972	980257.838214
silenzio	auto_02_085_001	9.041770	460.000000	0.021277	3991940.812777
silenzio	auto_02_085_002	14.009063	490.000000	0.051064	3875300.124631
silenzio	auto_02_086_000	12.161271	499.000000	0.038298	4244301.552591
silenzio	auto_02_086_001	7.833036	457.000000	0.028369	-403239.773103
silenzio	auto_02_086_002	8.768328	444.000000	0.029787	-516325.859960
silenzio	auto_02_087_000	6.595888	435.000000	0.025532	2580831.642544
silenzio	auto_02_087_001	6.075248	412.000000	0.017021	1814180.113980
silenzio	auto_02_087_002	6.805662	457.000000	0.024113	5713958.418418
silenzio	auto_02_088_000	7.165942	457.000000	0.024113	7429708.251471
silenzio	auto_02_088_001	7.554034	452.000000	0.024113	69260.641152
silenzio	auto_02_088_002	8.753455	437.000000	0.032624	-1797031.028587
silenzio	auto_02_089_000	7.775157	444.000000	0.024113	3847772.737886
silenzio	auto_02_089_001	6.657419	487.000000	0.029787	2807098.618435
silenzio	auto_02_089_002	6.796049	438.000000	0.031206	-1497545.492376
silenzio	auto_02_090_000	7.824661	479.000000	0.041135	1813942.188022
silenzio	auto_02_090_001	7.955762	457.000000	0.028369	2279969.504837
silenzio	auto_02_090_002	9.901292	424.000000	0.039716	919919.239658
silenzio	auto_02_091_000	11.442443	443.000000	0.035461	-131151.296156
silenzio	auto_02_091_001	9.400566	491.000000	0.041135	3661094.574189
silenzio	auto_02_091_002	8.015352	480.000000	0.035461	4506550.173239
silenzio	auto_02_092_000	9.163239	469.000000	0.042553	268298.228939
